# Horizontal Translation, Vertical Translation, Rotation
0.00434,1.85332,0.00000
0.00145,1.86381,0.00000
0.00088,1.87387,0.00000
-0.00153,1.94250,0.00000
-0.00151,1.82475,0.00000
-0.00290,1.94899,0.00000
-0.00354,1.88860,0.00000
-0.00414,1.82929,0.00000
-0.00533,1.95374,0.00000
-0.00569,1.89469,0.00000
-0.00627,1.89493,0.00000
-0.00525,1.89512,0.00000
-0.00929,2.84105,0.00000
-0.00788,1.89533,0.00000
-0.00805,1.95694,0.00000
-0.00795,1.89779,0.00000
-0.00845,1.89898,0.00000
-0.00897,1.89991,0.00000
-0.00905,1.96175,0.00000
-0.00839,1.83727,0.00000
-0.00896,1.89949,0.00000
-0.00929,1.96012,0.00000
-0.00936,1.83773,0.00000
-0.00988,2.02279,0.00000
-0.00837,1.83789,0.00000
-0.00862,1.89869,0.00000
-0.01429,2.90634,0.00000
-0.00940,1.95909,0.00000
-0.00862,1.83703,0.00000
-0.00889,1.95831,0.00000
-0.00851,1.89720,0.00000
-0.00861,1.89845,0.00000
-0.00696,1.83671,0.00000
-0.00849,2.02164,0.00000
-0.00635,1.83686,0.00000
-0.00829,1.96147,0.00000
-0.00725,1.90071,0.00000
-0.00659,1.83945,0.00000
-0.00765,1.90231,0.00000
-0.00646,1.90390,0.00000
-0.00976,2.91523,0.00000
-0.00552,1.96195,0.00000
-0.00511,1.89827,0.00000
-0.00536,1.89754,0.00000
-0.00468,1.89778,0.00000
-0.00444,1.96059,0.00000
-0.00395,1.83686,0.00000
-0.00433,1.96147,0.00000
-0.00360,1.90012,0.00000
-0.00236,1.77860,0.00000
-0.00344,2.02359,0.00000
-0.00228,1.89944,0.00000
-0.00169,1.89764,0.00000
-0.00297,2.84413,0.00000
-0.00173,1.95633,0.00000
-0.00096,1.83299,0.00000
-0.00089,2.01775,0.00000
-0.00083,1.89356,0.00000
-0.00122,1.89298,0.00000
-0.00016,1.95369,0.00000
-0.00076,1.83020,0.00000
0.00003,1.89261,0.00000
0.00033,1.89349,0.00000
0.00063,1.89600,0.00000
0.00030,1.89611,0.00000
0.00059,1.95791,0.00000
0.00100,1.89678,0.00000
0.00226,2.84381,0.00000
0.00183,1.83450,0.00000
0.00110,1.95604,0.00000
0.00160,1.89215,0.00000
0.00177,1.95192,0.00000
0.00132,1.82936,0.00000
0.00120,1.89005,0.00000
0.00147,1.88906,0.00000
0.00170,1.94955,0.00000
0.00126,1.88624,0.00000
0.00170,1.88556,0.00000
0.00180,1.88571,0.00000
0.00169,1.88427,0.00000
0.00342,2.88555,0.00000
0.00156,0.94186,0.00000
0.00344,2.06395,0.00000
0.00377,2.82495,0.00000
0.00239,1.88520,0.00000
0.00247,1.88774,0.00000
0.00287,1.88886,0.00000
0.00321,1.88860,0.00000
0.00344,1.88854,0.00000
0.00259,1.88993,0.00000
0.00138,1.95276,0.00000
0.00229,1.89029,0.00000
0.00120,1.95044,0.00000
0.00212,1.82773,0.00000
0.00119,1.88773,0.00000
0.00164,1.94830,0.00000
0.00344,2.82881,0.00000
0.00116,1.82452,0.00000
0.00289,2.00883,0.00000
0.00215,1.88357,0.00000
0.00251,1.88255,0.00000
0.00292,1.88108,0.00000
0.00298,1.88218,0.00000
0.00325,1.82035,0.00000
0.00353,1.94112,0.00000
0.00413,1.87847,0.00000
0.00274,1.81587,0.00000
