# Horizontal Translation, Vertical Translation, Rotation
-3.81498,-5.53504,0.00000
0.74256,-7.77380,0.00000
8.31479,-0.78990,-3.08025
3.29294,-4.23273,-0.48291
0.47710,-2.94235,0.46959
-1.82883,-3.60020,0.00000
-3.33159,-4.15787,0.00000
-3.06418,-4.61023,0.00000
-3.62564,-4.80103,0.00000
-5.05073,-4.05626,0.00000
-5.65821,-3.89645,0.00000
-5.62688,-4.16765,0.00000
-4.65104,-3.53802,0.00000
-4.58562,-3.33068,0.00000
-4.05512,-3.15471,0.00000
-3.36519,-2.94265,0.00000
-2.77478,-2.54341,0.00000
-1.62755,-2.92055,0.00000
5.29325,0.82197,-3.20505
7.11219,-1.56634,-2.69960
4.10123,0.58670,-1.54465
1.44729,0.84490,-0.48396
-1.37979,1.06981,-0.34842
-2.92085,0.89640,0.00000
-3.96544,0.73826,0.00000
-4.21345,0.37164,0.00000
-4.02012,-0.13383,0.00000
-4.10720,0.30342,0.00000
-3.76205,0.19171,0.00000
-2.84261,0.14859,0.00000
-2.54476,-0.03848,0.00000
-2.70542,-0.00759,0.00000
-3.13461,-0.03263,0.00000
-3.16559,0.00072,0.00000
-2.71223,0.41182,0.00000
-2.64154,0.88208,0.00000
-2.53727,1.15262,0.00000
-2.46738,1.57570,0.00000
-2.54033,1.61324,0.00000
-3.02482,1.26209,0.00000
-3.33683,0.95557,0.00000
-3.33899,0.69380,0.00000
0.22872,-0.24061,-1.14657
4.50975,1.90823,-3.67656
0.65048,1.70065,-1.42096
-1.68478,2.23578,-0.76597
-4.47776,1.88029,0.00000
-5.49491,1.16655,0.00000
-5.81895,2.11389,0.00000
-6.04914,1.45722,0.00000
-5.99265,1.66536,0.00000
-5.56389,1.29488,0.00000
-5.25172,1.34937,0.00000
-3.99310,1.74291,0.00000
-2.84663,2.04499,0.00000
-2.50289,2.09294,0.00000
-2.22732,2.17188,0.00000
-2.17467,2.42137,0.00000
-2.45242,2.41985,0.00000
-2.38517,2.55583,0.00000
-2.53695,2.55586,0.00000
-2.73798,2.69422,0.00000
-2.45417,2.49271,0.00000
-3.41357,3.18352,0.00000
-2.39741,1.88669,0.00000
-14.17502,16.14506,0.00000
-3.32282,3.83465,0.00000
-3.05724,3.23052,0.00000
-3.24855,2.46976,0.00000
-1.68649,1.37295,0.26380
0.94385,1.10063,-0.03913
1.57466,2.08458,0.39142
1.22738,1.90492,0.00000
0.84626,1.50726,0.00000
0.37041,1.61732,0.00000
0.30466,1.66569,0.00000
0.23499,1.79506,0.00000
-0.41834,1.88883,0.00000
-0.74420,1.96162,0.00000
-1.01615,2.77901,0.00000
-0.87107,2.25319,0.00000
-0.56613,2.46967,0.00000
-0.29841,2.77101,0.00000
-0.61594,2.94236,0.00000
-0.57501,2.85011,0.00000
-0.46848,2.88612,0.00000
-0.48785,2.68193,0.00000
-0.55109,2.64895,0.00000
-0.46120,2.80324,0.00000
-0.21677,3.01839,0.00000
-0.31596,2.87403,0.00000
-0.51818,2.88499,0.00000
-0.55963,2.98233,0.00000
-0.48074,2.84864,0.00000
-0.20552,2.86780,0.00000
-0.22161,3.05036,0.00000
-0.27088,3.17341,0.00000
-0.28933,3.15287,0.00000
-0.20745,3.11466,0.00000
-0.31666,3.15847,0.00000
-0.18284,3.19099,0.00000
0.05579,3.09525,0.00000
0.28706,2.98244,0.00000
0.30489,2.85880,0.00000
0.49706,2.89463,0.00000
0.34686,3.05871,0.00000
0.85146,5.18337,0.00000
0.75299,5.65175,0.00000
-0.10114,4.96124,0.00000
0.10192,5.32424,0.00000
0.69085,4.96534,0.00000
1.18948,4.94394,0.00000
1.22486,4.89533,0.00000
-1.90786,-3.20784,-1.24960
-0.21243,4.91127,0.00000
-1.46482,5.27074,0.00000
-11.02199,4.28688,5.70892
-10.22897,1.20881,6.64037
-9.06407,0.21936,6.28191
-2.72881,-1.49276,3.77769
-4.30942,1.92274,4.19603
-0.42262,0.12524,1.32443
-1.41227,0.28661,2.25709
-2.87131,0.63466,3.21032
-0.24498,-1.40463,1.94149
-2.22599,0.97606,2.36497
-3.02204,-1.38933,3.43940
-0.73670,0.76615,1.02540
-0.38571,-0.10421,1.78816
-2.14563,1.64875,2.87556
0.18188,1.29012,1.18817
-3.31082,1.94387,3.13419
-2.92876,-0.43729,3.76034
-0.85014,1.87247,1.52655
-2.50004,2.08334,3.19721
-0.18728,2.43092,1.09388
1.53850,2.76625,-0.11820
3.14940,2.85853,0.00000
3.76905,3.24696,0.00000
3.87511,3.87386,0.00000
3.64964,4.75952,0.00000
2.56642,5.69747,0.00000
0.97565,6.24221,0.00000
-0.01736,7.84575,0.00000
-1.77401,6.85657,0.00000
-2.28566,5.36472,0.00000
-2.89968,5.11431,0.00000
-3.31771,5.01994,0.00000
-3.73351,4.39363,0.00000
-5.32748,5.49025,0.00000
-6.13540,4.95445,0.00000
-5.12164,3.53555,0.00000
-4.86076,2.57681,0.00000
-4.42271,1.19901,0.00000
-3.87365,0.53313,0.00000
-3.07152,-0.57025,-0.29521
-2.50199,-1.15777,0.18663
-2.36990,-1.16649,0.22542
-2.02792,-2.17955,0.68003
-1.38331,-3.08779,1.04621
-2.40016,-1.69155,0.80304
-3.43813,-0.94391,0.34628
-4.09906,-0.28669,-0.06661
-5.64683,0.14050,-0.59968
-6.83493,0.49870,-1.08773
-5.84321,1.15725,0.00000
-3.98273,0.96246,-0.89070
-3.81397,1.13015,-0.78551
-2.79247,0.93597,-0.72024
1.31196,0.13604,-2.25454
1.48219,-0.09917,-1.88628
-0.82786,0.98510,-0.90343
-3.93798,0.39005,0.00000
-5.09210,0.47787,0.00000
-4.49660,-0.12122,0.00000
-3.88319,-0.66307,0.00000
-3.72410,-1.02117,0.00000
-0.96610,-3.08517,0.09216
1.30870,1.13377,-2.90714
-1.12259,1.73504,-1.15340
-2.14205,1.53420,-0.77446
-3.42102,0.50122,0.00000
-3.70048,-1.16925,0.00000
-2.74555,-2.22955,0.00000
-2.24596,-3.91865,0.00000
-0.94496,-3.19655,0.00000
-0.29996,-4.89831,-0.06531
2.59333,1.75305,-2.57762
3.03081,-0.00769,-1.89014
0.99851,0.42744,-0.82254
-1.03383,0.38189,-0.19705
-2.76862,0.26378,0.00000
-3.73231,0.09126,0.00000
-3.75069,-0.53877,0.00000
-3.60038,-1.02507,0.00000
-3.69223,-1.30451,0.00000
-3.47304,-1.48196,0.00000
-3.47146,-1.60634,0.00000
-2.77429,-1.54717,0.00000
-2.72532,-1.46254,0.00000
-2.78601,-1.43817,0.00000
-3.00628,-1.15005,0.00000
-3.06055,-0.91658,0.00000
-3.19849,-0.61811,0.00000
-3.36623,-0.50629,0.00000
-3.49320,-0.38002,0.00000
-3.82812,0.00949,0.00000
-3.38977,-0.13559,0.00000
-2.83671,-0.49880,0.00000
-3.09093,-0.05897,0.00000
-3.22074,0.03504,0.00000
-3.53638,0.20323,0.00000
-3.65205,0.32734,0.00000
-3.82961,0.19881,0.00000
-3.54661,0.09712,0.00000
-3.31821,0.29749,0.00000
-1.78073,-0.70405,-0.04537
0.88612,1.27206,-2.12278
0.29647,1.08965,-1.36115
-0.25044,1.75338,-0.59600
-1.26585,1.56900,0.00000
-2.47322,1.22013,0.00000
-4.39898,0.93570,0.00000
-5.41255,-0.24932,0.00000
-2.73183,0.03875,-0.28472
1.19570,0.73952,-2.69221
-5.01950,1.87980,0.02925
-5.41840,0.17164,0.00000
-4.43371,-0.37113,0.00000
-1.66919,-1.15722,-0.04215
0.47433,2.34235,-2.68590
-0.98930,0.59732,-0.52366
-2.02127,0.45460,0.00000
-2.96894,0.30043,0.00000
-3.38035,0.41025,0.00000
-3.04852,0.17861,0.00000
-2.35929,0.13225,0.37046
-2.25035,-0.11053,0.38039
-2.25539,-0.50336,0.00000
-1.11856,-2.75698,0.47422
1.42147,1.45319,-2.73030
0.30908,0.20767,-1.29340
-0.20639,0.18562,-0.28278
-1.66037,0.29791,0.00000
-2.26115,0.05425,0.00000
-2.05688,0.15564,0.00000
-1.34549,-0.18668,0.00000
-1.45035,-0.10322,0.00000
-1.67743,-0.25306,0.33687
-1.94815,-0.52032,0.00000
-2.05002,-0.68352,0.00000
-3.53514,-1.44799,0.00000
-3.45814,-1.34973,0.89059
-3.44457,-1.10608,-0.27134
-2.87203,-0.91804,0.00000
-1.84216,-0.73523,0.00000
-0.94455,-0.65079,-0.33677
-1.09922,-0.68822,0.00000
-0.84809,-0.50604,0.00000
-0.88015,-0.54629,0.00000
-1.41609,-0.87635,0.00000
-2.01560,-1.09722,0.00000
-1.73961,-0.99510,0.00000
-1.87672,-0.70125,0.00000
-2.19674,-0.64311,0.00000
-2.49774,-0.51398,0.00000
-3.08947,-0.95307,0.77934
3.00747,-0.14859,-3.91148
0.70308,1.73115,-2.44583
-4.80526,1.66157,0.00000
-5.06687,1.35112,0.00000
-4.18073,1.23421,0.00000
-4.36079,0.90535,0.00000
-3.73398,0.36226,-0.16253
-2.41546,0.66218,0.00000
-1.20209,0.52230,0.00000
-0.63141,0.48700,0.00000
-0.43395,0.45140,0.00000
-0.58601,0.61585,0.00000
-0.66960,0.60380,0.00000
-0.74836,0.70774,0.00000
-0.87110,0.68185,0.00000
-1.30253,0.50329,0.00000
-1.73040,0.39238,0.00191
-1.86102,0.51262,-0.04605
-1.60067,0.06995,0.34427
1.61158,1.34667,-3.24021
2.01163,0.15799,-2.51075
-0.00863,1.58658,-1.31639
-1.56945,1.54959,-1.04348
-3.15040,1.41861,0.00000
-3.48854,1.46034,0.00000
-2.36698,0.82588,0.00000
-1.45950,1.17138,0.00000
-1.51031,1.37474,0.00000
-1.50997,1.05329,0.00000
-1.33227,1.09258,0.00000
-0.90066,1.16292,0.00000
-1.00330,1.37796,0.00000
-1.21414,1.48300,0.00000
-1.64089,1.36965,0.00000
-2.01706,1.29495,0.00000
-2.05239,1.50813,0.00000
-2.47145,2.36273,0.00000
-2.83945,3.28755,0.00000
-2.28864,2.74873,0.00000
-2.34896,3.74939,0.00000
-2.68223,3.30307,0.00000
-3.80912,4.31449,0.00000
-2.91012,3.62611,0.00000
-2.08101,3.51088,0.00000
-2.28160,2.68206,0.00000
-1.78604,2.69473,0.00000
0.68305,0.37503,-1.91646
2.85657,2.06030,-4.84972
-0.15975,4.05054,0.00000
-3.57477,3.94391,0.00000
-3.21901,3.84150,0.00000
-1.74482,3.37166,0.00000
-1.97252,3.27367,0.00000
-1.84287,1.98945,0.00000
-3.13670,3.07147,0.00000
-1.89465,3.56720,0.00000
-1.43366,3.86411,0.00000
-1.05917,3.64070,0.00000
-1.86406,3.37799,0.00000
-1.62574,2.60265,0.00000
-1.94806,2.19250,0.00000
-2.48848,3.01328,0.00000
-0.85929,1.84165,0.00000
